nodeid	level_1	level_2	level_3	level_4	level_5
3685	Computers & Technology	Networking & Cloud Computing	Data in the Enterprise	SAP R3	N/A
377893011	Computers & Technology	Networking & Cloud Computing	Home Networks	N/A	N/A
3705	Computers & Technology	Networking & Cloud Computing	Internet, Groupware, & Telecommunications	N/A	N/A
8883939011	Computers & Technology	Networking & Cloud Computing	Internet, Groupware, & Telecommunications	Groupware	N/A
8883940011	Computers & Technology	Networking & Cloud Computing	Internet, Groupware, & Telecommunications	Internet App Development	N/A
8883941011	Computers & Technology	Networking & Cloud Computing	Internet, Groupware, & Telecommunications	Telecommunications	N/A
3711	Computers & Technology	Networking & Cloud Computing	Intranets & Extranets	N/A	N/A
377894011	Computers & Technology	Networking & Cloud Computing	Network Administration	N/A	N/A
10806613011	Computers & Technology	Networking & Cloud Computing	Network Administration	Disaster & Recovery	N/A
10806614011	Computers & Technology	Networking & Cloud Computing	Network Administration	Email Administration	N/A
10806615011	Computers & Technology	Networking & Cloud Computing	Network Administration	General	N/A
10806616011	Computers & Technology	Networking & Cloud Computing	Network Administration	Linux & UNIX Administration	N/A
10806617011	Computers & Technology	Networking & Cloud Computing	Network Administration	Storage & Retrieval	N/A
10806618011	Computers & Technology	Networking & Cloud Computing	Network Administration	Windows Administration	N/A
3746	Computers & Technology	Networking & Cloud Computing	Network Security	N/A	N/A
3740	Computers & Technology	Networking & Cloud Computing	Networks, Protocols & APIs	N/A	N/A
3742	Computers & Technology	Networking & Cloud Computing	Networks, Protocols & APIs	COM & DCOM	N/A
3743	Computers & Technology	Networking & Cloud Computing	Networks, Protocols & APIs	CORBA	N/A
3744	Computers & Technology	Networking & Cloud Computing	Networks, Protocols & APIs	ISDN	N/A
3745	Computers & Technology	Networking & Cloud Computing	Networks, Protocols & APIs	LAN	N/A
69960	Computers & Technology	Networking & Cloud Computing	Networks, Protocols & APIs	LDAP	N/A
3747	Computers & Technology	Networking & Cloud Computing	Networks, Protocols & APIs	Networks	N/A
3749	Computers & Technology	Networking & Cloud Computing	Networks, Protocols & APIs	ODBC	N/A
170900	Computers & Technology	Networking & Cloud Computing	Networks, Protocols & APIs	SNMP	N/A
3624	Computers & Technology	Networking & Cloud Computing	Networks, Protocols & APIs	TCP-IP	N/A
132568011	Computers & Technology	Networking & Cloud Computing	Networks, Protocols & APIs	WAN	N/A
3722	Computers & Technology	Networking & Cloud Computing	Wireless Networks	N/A	N/A
3756	Computers & Technology	Operating Systems	N/A	N/A	N/A
16926917011	Computers & Technology	Operating Systems	Android	N/A	N/A
3781	Computers & Technology	Operating Systems	BSD	N/A	N/A
720026	Computers & Technology	Operating Systems	General	N/A	N/A
3849	Computers & Technology	Operating Systems	Linux	N/A	N/A
291378	Computers & Technology	Operating Systems	Linux	Applications	N/A
291371	Computers & Technology	Operating Systems	Linux	General	N/A
291379	Computers & Technology	Operating Systems	Linux	Kernel & Peripherals	N/A
291380	Computers & Technology	Operating Systems	Linux	Networking & System Administration	N/A
291381	Computers & Technology	Operating Systems	Linux	Programming	N/A
291382	Computers & Technology	Operating Systems	Linux	Servers	N/A
377537011	Computers & Technology	Operating Systems	Macintosh	N/A	N/A
3788	Computers & Technology	Operating Systems	Solaris	N/A	N/A
3778	Computers & Technology	Operating Systems	Unix	N/A	N/A
3780	Computers & Technology	Operating Systems	Unix	Administration	N/A
3779	Computers & Technology	Operating Systems	Unix	AIX	N/A
3782	Computers & Technology	Operating Systems	Unix	DNS & Bind	N/A
3783	Computers & Technology	Operating Systems	Unix	General	N/A
3787	Computers & Technology	Operating Systems	Unix	Shell	N/A
10806619011	Computers & Technology	Operating Systems	Windows	N/A	N/A
14045483011	Computers & Technology	Operating Systems	Windows	Windows 10	N/A
285847	Computers & Technology	Operating Systems	Windows	Windows Desktop	N/A
14045483011	Computers & Technology	Operating Systems	Windows	Windows Desktop	Windows 10
6134001011	Computers & Technology	Operating Systems	Windows	Windows Desktop	Windows 7
6134004011	Computers & Technology	Operating Systems	Windows	Windows Desktop	Windows 8
6134003011	Computers & Technology	Operating Systems	Windows	Windows Desktop	Windows Vista
6134002011	Computers & Technology	Operating Systems	Windows	Windows Desktop	Windows XP
6133984011	Computers & Technology	Operating Systems	Windows	Windows Server	N/A
3839	Computers & Technology	Programming	N/A	N/A	N/A
3870	Computers & Technology	Programming	Algorithms	N/A	N/A
132570011	Computers & Technology	Programming	Algorithms	Data Structures	N/A
3879	Computers & Technology	Programming	Algorithms	General	N/A
3880	Computers & Technology	Programming	Algorithms	Genetic	N/A
3882	Computers & Technology	Programming	Algorithms	Memory Management	N/A
3840	Computers & Technology	Programming	APIs & Operating Environments	N/A	N/A
170901	Computers & Technology	Programming	APIs & Operating Environments	COM, DCOM & ATL	N/A
3845	Computers & Technology	Programming	APIs & Operating Environments	Device Drivers	N/A
285842	Computers & Technology	Programming	APIs & Operating Environments	EPOC-Symbian	N/A
3852	Computers & Technology	Programming	APIs & Operating Environments	Microsoft Windows Registry	N/A
3856	Computers & Technology	Programming	APIs & Operating Environments	Novell Netware	N/A
3863	Computers & Technology	Programming	APIs & Operating Environments	Operating Systems Theory	N/A
3941	Computers & Technology	Programming	APIs & Operating Environments	Unicode	N/A
3866	Computers & Technology	Programming	APIs & Operating Environments	Unix	N/A
3868	Computers & Technology	Programming	APIs & Operating Environments	Win32 API	N/A
6134007011	Computers & Technology	Programming	Apple Programming	N/A	N/A
3669	Computers & Technology	Programming	Cross-platform Development	N/A	N/A
132561011	Computers & Technology	Programming	Functional	N/A	N/A
15375251	Computers & Technology	Programming	Game Programming	N/A	N/A
171114	Computers & Technology	Programming	General	N/A	N/A
3916	Computers & Technology	Programming	Graphics & Multimedia	N/A	N/A
3922	Computers & Technology	Programming	Graphics & Multimedia	DirectX	N/A
295229	Computers & Technology	Programming	Graphics & Multimedia	Flash	N/A
3927	Computers & Technology	Programming	Graphics & Multimedia	General	N/A
3926	Computers & Technology	Programming	Graphics & Multimedia	GIS	N/A
3935	Computers & Technology	Programming	Graphics & Multimedia	OpenGL	N/A
3939	Computers & Technology	Programming	Graphics & Multimedia	Solid Works	N/A
3944	Computers & Technology	Programming	Introductory & Beginning	N/A	N/A
3952	Computers & Technology	Programming	Languages & Tools	N/A	N/A
3953	Computers & Technology	Programming	Languages & Tools	Ada	N/A
379359011	Computers & Technology	Programming	Languages & Tools	Ajax	N/A
3954	Computers & Technology	Programming	Languages & Tools	Assembly Language Programming	N/A
3955	Computers & Technology	Programming	Languages & Tools	Borland Delphi	N/A
3956	Computers & Technology	Programming	Languages & Tools	C & C++	N/A
9045759011	Computers & Technology	Programming	Languages & Tools	C & C++	C
9045760011	Computers & Technology	Programming	Languages & Tools	C & C++	C++
3966	Computers & Technology	Programming	Languages & Tools	C & C++	Tutorials
11028001011	Computers & Technology	Programming	Languages & Tools	C & C++	Tutorials
11028002011	Computers & Technology	Programming	Languages & Tools	C & C++	Tutorials
3962	Computers & Technology	Programming	Languages & Tools	C & C++	Visual C++
697342	Computers & Technology	Programming	Languages & Tools	C#	N/A
3970	Computers & Technology	Programming	Languages & Tools	Compiler Design	N/A
3971	Computers & Technology	Programming	Languages & Tools	Compilers	N/A
379357011	Computers & Technology	Programming	Languages & Tools	CSS	N/A
3974	Computers & Technology	Programming	Languages & Tools	Debugging	N/A
285855	Computers & Technology	Programming	Languages & Tools	Delphi	N/A
379358011	Computers & Technology	Programming	Languages & Tools	DHTML	N/A
3977	Computers & Technology	Programming	Languages & Tools	Fortran	N/A
16233481	Computers & Technology	Programming	Languages & Tools	General	N/A
3608	Computers & Technology	Programming	Languages & Tools	Java	N/A
3612	Computers & Technology	Programming	Languages & Tools	Java	Beginner's Guides
3610	Computers & Technology	Programming	Languages & Tools	Java	General
3616	Computers & Technology	Programming	Languages & Tools	Java	Reference
173561	Computers & Technology	Programming	Languages & Tools	Java	Servlets
3981	Computers & Technology	Programming	Languages & Tools	Lisp	N/A
6134005011	Computers & Technology	Programming	Languages & Tools	Perl	N/A
3987	Computers & Technology	Programming	Languages & Tools	Prolog	N/A
285856	Computers & Technology	Programming	Languages & Tools	Python	N/A
3990	Computers & Technology	Programming	Languages & Tools	RPG	N/A
6134006011	Computers & Technology	Programming	Languages & Tools	Ruby	N/A
11006483011	Computers & Technology	Programming	Languages & Tools	Swift	N/A
3996	Computers & Technology	Programming	Languages & Tools	Visual Basic	N/A
285859	Computers & Technology	Programming	Languages & Tools	XHTML	N/A
4052	Computers & Technology	Programming	Languages & Tools	XML	N/A
285858	Computers & Technology	Programming	Languages & Tools	XSL	N/A
285848	Computers & Technology	Programming	Microsoft Programming	N/A	N/A
764452	Computers & Technology	Programming	Microsoft Programming	.NET	N/A
3967	Computers & Technology	Programming	Microsoft Programming	C & C++ Windows Programming	N/A
11006482011	Computers & Technology	Programming	Microsoft Programming	General	N/A
3806	Computers & Technology	Programming	Microsoft Programming	SQL Server	N/A
4047	Computers & Technology	Programming	Microsoft Programming	VBA	N/A
3996	Computers & Technology	Programming	Microsoft Programming	Visual Basic	N/A
377559011	Computers & Technology	Programming	Mobile Apps	N/A	N/A
10806621011	Computers & Technology	Programming	Parallel Programming	N/A	N/A
4011	Computers & Technology	Programming	Software Design, Testing & Engineering	N/A	N/A
132551011	Computers & Technology	Programming	Software Design, Testing & Engineering	Coding Theory	N/A
4000	Computers & Technology	Programming	Software Design, Testing & Engineering	Localization	N/A
107189011	Computers & Technology	Programming	Software Design, Testing & Engineering	Logic	N/A
4013	Computers & Technology	Programming	Software Design, Testing & Engineering	Object-Oriented Design	N/A
4014	Computers & Technology	Programming	Software Design, Testing & Engineering	Performance Optimization	N/A
132566011	Computers & Technology	Programming	Software Design, Testing & Engineering	Quality Control	N/A
4002	Computers & Technology	Programming	Software Design, Testing & Engineering	Reengineering	N/A
4132	Computers & Technology	Programming	Software Design, Testing & Engineering	Robohelp	N/A
4016	Computers & Technology	Programming	Software Design, Testing & Engineering	Software Development	N/A
4018	Computers & Technology	Programming	Software Design, Testing & Engineering	Software Reuse	N/A
4019	Computers & Technology	Programming	Software Design, Testing & Engineering	Structured Design	N/A
4133	Computers & Technology	Programming	Software Design, Testing & Engineering	Testing	N/A
280310	Computers & Technology	Programming	Software Design, Testing & Engineering	Tools	N/A
4020	Computers & Technology	Programming	Software Design, Testing & Engineering	UML	N/A
3600	Computers & Technology	Programming	Web Programming	N/A	N/A
3602	Computers & Technology	Programming	Web Programming	ActiveX	N/A
379360011	Computers & Technology	Programming	Web Programming	ASP.NET	N/A
3605	Computers & Technology	Programming	Web Programming	Cold Fusion	N/A
379357011	Computers & Technology	Programming	Web Programming	CSS	N/A
379358011	Computers & Technology	Programming	Web Programming	DHTML	N/A
411314	Computers & Technology	Programming	Web Programming	General	N/A
554538	Computers & Technology	Programming	Web Programming	Java Server Pages	N/A
3617	Computers & Technology	Programming	Web Programming	JavaScript	N/A
295223	Computers & Technology	Programming	Web Programming	PHP	N/A
285856	Computers & Technology	Programming	Web Programming	Python	N/A
6134006011	Computers & Technology	Programming	Web Programming	Ruby	N/A
285858	Computers & Technology	Programming	Web Programming	XSL	N/A
3952	Computers & Technology	Programming Languages	N/A	N/A	N/A
3953	Computers & Technology	Programming Languages	Ada	N/A	N/A
379359011	Computers & Technology	Programming Languages	Ajax	N/A	N/A
3954	Computers & Technology	Programming Languages	Assembly Language Programming	N/A	N/A
3955	Computers & Technology	Programming Languages	Borland Delphi	N/A	N/A
3956	Computers & Technology	Programming Languages	C & C++	N/A	N/A
9045759011	Computers & Technology	Programming Languages	C & C++	C	N/A
9045760011	Computers & Technology	Programming Languages	C & C++	C++	N/A
3966	Computers & Technology	Programming Languages	C & C++	Tutorials	N/A
11028001011	Computers & Technology	Programming Languages	C & C++	Tutorials	C
11028002011	Computers & Technology	Programming Languages	C & C++	Tutorials	C++
3962	Computers & Technology	Programming Languages	C & C++	Visual C++	N/A
697342	Computers & Technology	Programming Languages	C#	N/A	N/A
3970	Computers & Technology	Programming Languages	Compiler Design	N/A	N/A
3971	Computers & Technology	Programming Languages	Compilers	N/A	N/A
379357011	Computers & Technology	Programming Languages	CSS	N/A	N/A
3974	Computers & Technology	Programming Languages	Debugging	N/A	N/A
285855	Computers & Technology	Programming Languages	Delphi	N/A	N/A
379358011	Computers & Technology	Programming Languages	DHTML	N/A	N/A
3977	Computers & Technology	Programming Languages	Fortran	N/A	N/A
16233481	Computers & Technology	Programming Languages	General	N/A	N/A
3608	Computers & Technology	Programming Languages	Java	N/A	N/A
3612	Computers & Technology	Programming Languages	Java	Beginner's Guides	N/A
3610	Computers & Technology	Programming Languages	Java	General	N/A
3616	Computers & Technology	Programming Languages	Java	Reference	N/A
173561	Computers & Technology	Programming Languages	Java	Servlets	N/A
3981	Computers & Technology	Programming Languages	Lisp	N/A	N/A
6134005011	Computers & Technology	Programming Languages	Perl	N/A	N/A
3987	Computers & Technology	Programming Languages	Prolog	N/A	N/A
285856	Computers & Technology	Programming Languages	Python	N/A	N/A
3990	Computers & Technology	Programming Languages	RPG	N/A	N/A
6134006011	Computers & Technology	Programming Languages	Ruby	N/A	N/A
11006483011	Computers & Technology	Programming Languages	Swift	N/A	N/A
3996	Computers & Technology	Programming Languages	Visual Basic	N/A	N/A
285859	Computers & Technology	Programming Languages	XHTML	N/A	N/A
4052	Computers & Technology	Programming Languages	XML	N/A	N/A
285858	Computers & Technology	Programming Languages	XSL	N/A	N/A
377560011	Computers & Technology	Security & Encryption	N/A	N/A	N/A
3875	Computers & Technology	Security & Encryption	Cryptography	N/A	N/A
3632	Computers & Technology	Security & Encryption	Encryption	N/A	N/A
713202011	Computers & Technology	Security & Encryption	General	N/A	N/A
3648	Computers & Technology	Security & Encryption	Hacking	N/A	N/A
3746	Computers & Technology	Security & Encryption	Network Security	N/A	N/A
3641	Computers & Technology	Security & Encryption	Privacy & Online Safety	N/A	N/A
10806585011	Computers & Technology	Security & Encryption	Security Certifications	N/A	N/A
3636	Computers & Technology	Security & Encryption	Viruses	N/A	N/A
4053	Computers & Technology	Software	N/A	N/A	N/A
69760	Computers & Technology	Software	Accounting	N/A	N/A
6133990011	Computers & Technology	Software	Adobe	N/A	N/A
377550011	Computers & Technology	Software	Adobe	Adobe After Effects	N/A
172400	Computers & Technology	Software	Adobe	Adobe Dreamweaver	N/A
295228	Computers & Technology	Software	Adobe	Adobe Fireworks	N/A
295229	Computers & Technology	Software	Adobe	Adobe Flash	N/A
4095	Computers & Technology	Software	Adobe	Adobe FrameMaker	N/A
4140	Computers & Technology	Software	Adobe	Adobe Illustrator	N/A
295224	Computers & Technology	Software	Adobe	Adobe InDesign	N/A
3527	Computers & Technology	Software	Adobe	Adobe Photoshop	N/A
377555011	Computers & Technology	Software	Adobe	Adobe Premiere	N/A
